Total_Stops,Day_of_journey,month_of_journey,Arrival_hour,Arrival_min,Dep_hour,Dep_min,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Duration_hours,Duration_mins
1,6,3,19,0,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,15
1,3,9,18,50,20,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,0
1,21,3,16,10,6,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,30
1,6,9,20,25,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,25
0,24,4,8,35,5,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,40
0,24,6,21,5,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,4,1,19,50,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,55
1,21,5,8,15,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,10
1,4,1,18,15,16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,45
1,3,3,4,25,19,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,10
1,18,5,16,10,9,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,25
0,15,6,20,5,17,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,20
0,21,5,22,50,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,21,3,21,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0
1,21,5,19,15,10,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,40
1,27,5,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0
1,27,5,19,15,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,15
1,21,3,7,10,16,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,25
1,21,5,9,25,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,20
1,3,9,19,45,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,30
1,3,12,19,50,11,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
1,6,12,12,0,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,30
1,27,5,22,30,14,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,35
1,5,9,19,15,11,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,35
1,3,9,16,10,7,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,35
1,6,3,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0
1,18,5,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0
1,5,1,9,20,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,55
0,3,3,10,40,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,3,9,3,40,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,40
0,18,6,1,0,22,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,6,12,21,50,18,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
2,6,3,4,25,19,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,55
1,5,1,16,20,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,55
1,6,6,4,25,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,25
0,3,6,12,55,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,24,6,15,35,13,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
1,24,6,1,30,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,15
0,21,4,8,45,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
0,5,9,10,10,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
1,27,5,22,30,11,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,35
0,27,4,19,40,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,5,12,8,55,20,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,25
0,18,3,23,20,20,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,24,5,9,30,6,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,5,9,23,55,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,6,3,11,50,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,3,3,12,45,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45
0,5,3,1,0,22,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,3,12,16,10,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,15
0,24,3,10,35,8,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,15
1,5,9,19,15,6,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,35
2,6,12,4,25,9,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,45
2,27,6,12,35,19,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,25
0,21,5,21,5,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,3,9,21,0,6,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,10
2,27,5,4,25,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,20
0,24,3,2,20,23,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50
1,3,6,7,40,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,40
2,21,5,7,55,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,55
1,3,3,18,50,11,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,20
1,3,12,10,25,8,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,30
1,3,6,22,25,14,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8,15
1,24,3,18,45,20,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22,25
0,4,1,14,20,11,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50
2,18,5,19,0,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,30
1,27,6,19,15,10,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,40
1,27,5,19,15,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0
0,24,3,2,20,23,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50
1,3,6,5,5,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15
0,3,3,9,40,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,40
1,4,1,12,35,22,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,45
1,21,3,7,40,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,40
0,3,1,22,45,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
1,6,6,13,25,7,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,30
1,24,3,14,25,6,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,50
0,21,4,11,20,8,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,24,5,15,50,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,18,5,12,0,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,15
2,6,12,4,25,8,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,15
1,21,3,18,50,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,50
1,6,9,23,35,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,10
0,5,6,0,25,22,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
0,27,5,11,20,8,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,6,6,23,20,20,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,5,9,1,30,17,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,20
1,18,5,21,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0
3,3,12,18,5,17,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,40
0,21,6,22,50,19,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,4,12,8,55,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
1,5,12,23,30,18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,25
1,21,3,4,25,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,10
2,5,9,5,25,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,25
0,27,5,11,25,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,25
0,21,6,11,25,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,25
0,15,3,23,20,20,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,15,4,22,50,19,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
1,15,6,19,15,8,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,30
1,6,12,16,10,7,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,35
2,6,3,19,0,21,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,35
2,15,6,19,15,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,15
0,21,5,7,55,6,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,21,3,13,20,6,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,40
0,15,6,1,20,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,3,6,10,25,16,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,30
1,15,6,19,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0
1,21,3,12,35,4,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,50
1,27,5,19,15,6,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,35
1,5,1,18,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0
0,6,12,20,45,17,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,6,12,10,15,7,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
0,6,1,17,5,14,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
0,5,1,12,0,9,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,15
1,3,6,16,50,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,5
1,5,9,10,5,16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,35
0,24,5,22,0,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5
1,5,9,19,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,0
1,15,3,10,25,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40
2,4,9,4,25,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,55
0,27,6,14,0,11,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,25
0,15,6,7,15,4,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,6,1,11,20,8,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
2,6,9,19,15,5,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,20
2,3,3,10,35,6,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,50
1,24,6,19,0,18,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,45
1,24,6,7,40,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,40
1,21,5,9,20,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,10
1,5,12,9,5,7,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,55
1,6,9,17,35,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,15
1,5,9,0,15,16,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,35
1,24,5,20,25,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,25
1,6,12,19,0,8,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,30
2,24,6,1,30,17,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,40
1,3,9,18,50,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,50
2,24,6,19,15,20,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,0
0,27,5,20,5,17,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,20
1,24,6,21,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0
1,27,6,19,0,8,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,15
0,27,6,11,20,8,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,27,3,18,50,10,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,5
1,24,3,19,40,19,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,55
1,21,3,4,25,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,40
0,24,4,10,40,7,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
0,6,12,14,45,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,3,6,1,35,18,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0
1,6,6,11,20,6,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,15
1,3,6,15,30,4,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,45
1,6,9,8,15,17,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,35
1,3,6,1,35,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
0,27,3,0,55,22,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,45
0,15,6,7,40,5,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,25
0,6,9,10,5,7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
1,3,6,21,0,8,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,35
0,4,6,15,50,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,3,3,4,25,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,21,3,13,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,20
2,3,12,13,55,8,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5
1,6,1,4,25,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,10
0,4,9,10,40,7,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
0,15,6,19,35,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,35
0,24,4,9,40,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,40
1,4,1,23,35,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,40
1,15,5,16,10,9,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,25
0,21,5,17,40,14,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15
2,3,9,1,35,17,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,45
2,24,6,19,15,16,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,35
1,6,12,18,50,20,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22,30
1,21,3,21,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0
0,15,6,11,50,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,24,5,23,30,18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,25
0,24,3,8,35,5,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,50
2,5,12,8,55,5,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,5
2,27,5,19,15,10,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,20
2,24,6,19,0,21,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,35
1,27,3,21,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0
0,27,3,12,5,9,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,35
1,18,5,20,20,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27,20
0,21,6,14,5,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
2,15,6,19,0,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,30
1,3,6,18,50,8,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,55
0,6,1,21,55,19,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
1,27,5,19,0,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,30
1,5,9,19,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0
0,5,12,0,5,21,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,55
1,6,1,1,30,18,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,55
1,4,9,7,10,20,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,25
1,24,5,16,20,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,50
1,24,3,18,10,13,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,15
1,18,3,7,40,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,40
0,4,1,0,5,21,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,55
2,27,6,19,0,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,30
1,3,6,5,5,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,20
1,3,3,16,10,8,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,35
0,18,4,9,10,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,10
1,15,3,12,25,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,40
0,27,5,12,20,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,50
2,24,6,19,15,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,15
0,4,3,1,0,22,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,21,6,11,20,8,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,6,3,0,15,21,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
1,6,1,4,25,21,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
1,24,6,12,35,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,35
0,18,5,0,5,21,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,40
0,6,1,9,40,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,40
0,5,12,12,20,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,3,9,9,25,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,20
1,27,3,19,15,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,15
0,27,5,1,0,22,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,5,6,21,5,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,30
1,27,5,1,30,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,30
1,27,5,12,35,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
2,27,6,12,35,9,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,0
2,5,6,10,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0
2,15,5,19,15,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,15
2,6,1,12,35,21,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,10
0,18,5,12,55,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,4,1,22,55,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
2,3,9,4,25,5,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,0
0,18,3,14,30,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,20
0,27,6,22,0,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5
1,6,9,22,30,6,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,40
1,6,3,1,30,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,55
1,18,5,7,40,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,40
1,18,5,10,20,6,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
0,4,9,23,50,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50
0,5,9,19,40,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,5,9,16,20,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,55
1,3,6,16,45,8,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,8,0
1,18,5,0,15,16,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,35
1,6,9,1,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,30
1,18,5,4,25,21,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
0,4,3,12,20,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,27,3,4,25,20,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,35
2,27,6,12,35,12,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,20
1,15,5,22,5,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,5
1,24,5,16,20,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,15
